flow_rate_L_min,channel_number,channel_width_mm,channel_height_mm,required_width_mm,max_temperature_C,pressure_drop_kPa,total_thermal_resistance_K_W,pumping_power_W,Re,flow_regime,thermal_ok,pressure_ok,feasible
1.7890080209692476,29,0.5621487284656408,2.4431931481438864,30.302313125503584,52.919776097648466,1.268508300718378,0.047795779754297274,0.037822858744187476,766.4861360403468,Laminar,True,True,True
3.352888002564883,28,0.7647435093768833,0.9911885897236943,34.91281826255273,39.89840065402535,7.551955983989295,0.025504867487180026,0.42201437691026306,2546.4619690174704,Transitional,True,True,True
2.386014436923367,4,1.990106383085932,3.765581275600739,9.460425532343727,63.11114903114152,0.6680998608126525,0.07019116380210842,0.02656826522009135,3869.9001041455604,Turbulent,True,True,True
1.5468833388489516,6,1.8269239764976337,2.621055372450038,13.461543858985802,103.71688313159537,0.3408578600776436,0.14813094874981073,0.008787789077830236,2164.3497689877295,Transitional,False,True,False
2.5425359693433487,18,1.091655907493953,3.111049980852062,28.149806334891153,70.7338480044534,0.37899226204338377,0.08580784553311736,0.01606002430580172,1255.0166830481176,Laminar,True,True,True
4.1745594354075966,10,0.7631951996353123,0.7329559993431236,12.131951996353123,36.21976032309472,161.48811306728652,0.018992360858801068,11.235695435186829,10418.832611065582,Turbulent,True,False,False
3.174951486904033,13,2.5616604761408532,1.5861713587342605,39.30158618983109,65.24063078646068,0.46702610061002253,0.07594879124222281,0.02471308687591306,2198.6520132328315,Transitional,True,True,True
1.147423698370142,7,2.8024261812186255,1.0793610295734735,22.61698326853038,154.69668800721638,0.5472080034559599,0.24685191165715956,0.010464657185052982,1576.804851301836,Laminar,False,True,False
1.78124037052071,19,0.7887251591633875,0.5740180571775402,23.985778024104363,47.7786645307892,16.90716180781713,0.03747847925895854,0.5019286527168297,2568.8503016086493,Transitional,True,True,True
0.7492793412391705,8,0.9366036773396318,0.6868367641951139,10.992829418717054,98.27292897751286,6.771997991142093,0.12734023913734857,0.08456863656126556,2154.2758260311793,Transitional,False,True,False
3.1601471724993706,17,1.4840761420800705,1.612968839332173,33.229294415361196,54.497214346094445,0.9894028659725805,0.05444072513653506,0.05211097782276707,2241.273061635406,Transitional,True,True,True
0.6956377790575637,17,1.09186217776099,1.3728565154127415,26.56165702193683,108.0477096430655,0.435418376726788,0.14540882944149153,0.005048224542451208,619.9415952593029,Laminar,False,True,False
3.0705469328424773,8,1.5406560642579807,0.672389419746579,15.825248514063846,42.33711261753024,35.80653705168341,0.0299876421179354,1.83242754199595,6476.185947132861,Turbulent,True,True,True
2.181263623068072,28,0.7541797572592899,3.4171049382599588,34.61703320326012,52.459187153194854,0.4671186745899629,0.04832110964584452,0.016981816208980975,697.3714928086097,Laminar,True,True,True
2.5825971451708214,18,1.4627237402508837,2.7384714493298854,34.829027324515906,80.10709872818441,0.2347063012167406,0.10464214242536708,0.010102530391265952,1275.249608631387,Laminar,True,True,True
1.6990849287538072,5,1.6946931850593645,1.9591127900820975,10.473465925296823,66.35213829831584,1.5989391689718666,0.0742347921275096,0.04527889073323726,3472.8297926264772,Turbulent,True,True,True
1.5465647323799316,7,1.4187795252878201,1.7823735743918658,12.93145667701474,72.80264392422723,1.2671747452829882,0.08630055386964768,0.032662796180286544,2577.1963874894996,Transitional,True,True,True
1.7967002638210778,8,1.0060114828142959,2.9317934508647436,11.548091862514367,71.51513044532365,0.9803252802582441,0.08502092638696361,0.02935584482784099,2129.68485641762,Transitional,True,True,True
4.373235807466523,23,0.8302570932538598,2.6503290918967193,30.095913144838775,43.73168731513805,1.5029512719960334,0.03417281952432212,0.10954600532617352,2039.889132353238,Transitional,True,True,True
0.9279308670347057,20,0.7112330470588006,3.775789379452191,23.724660941176012,62.720956522714516,0.28483128097255356,0.05993388984345751,0.004405062291857792,386.1102070449202,Laminar,True,True,True
3.2727456501085457,8,1.9123765286811047,2.503506799118474,18.799012229448838,50.67451041004785,0.9340932231643053,0.04695198696709143,0.05095082554844752,3459.302764241746,Turbulent,True,True,True
2.596933188415523,8,1.806579438782807,3.1737318650230577,17.952635510262454,66.75558489383712,0.3588057966775017,0.07796987458609078,0.015529911359794608,2433.874589738702,Transitional,True,True,True
1.0388011482550525,17,0.7927589147502763,0.8069815416876894,21.476901550754697,93.18200241394749,3.596638810266039,0.12251113853103701,0.06226987543271746,1426.3229447354927,Laminar,False,True,False
2.2249392024983443,7,1.8824826631322498,3.7764899539346177,16.17737864192575,88.8896502634415,0.2017188105101456,0.12131154023948228,0.007480201489755966,2097.3282791388274,Transitional,False,True,False
4.939841952159449,4,2.877986650009603,0.9146750202596448,13.011946600038412,42.692279267188184,33.07496383473482,0.0324714342775347,2.723084898616327,12158.859978294426,Turbulent,True,True,True
3.147160999861493,4,0.5307567147215071,2.090112866446113,3.6230268588860284,38.66383229638256,126.50492181799997,0.022755171029063395,6.635522603935613,11209.789466979122,Turbulent,True,False,False
4.214297800383445,22,1.2383975633602247,2.1049182862949287,37.74474639392494,47.99491339391211,0.8769372456990214,0.042575171702345815,0.061594578427061716,2139.4839380200915,Transitional,True,True,True
2.4904135718055196,4,2.7961047387888858,3.2345291240103053,12.684418955155543,69.1442282628749,0.43408785730566035,0.0825101498305422,0.018017638186499905,3855.0713288626766,Turbulent,True,True,True
1.7775879703881754,25,0.7660488296784571,3.9968665566598354,31.151220741961428,53.62995525532051,0.3316045563593689,0.049164461140190276,0.009824271171838699,557.4451285354538,Laminar,True,True,True
3.9954557331149836,4,0.9955105680322447,3.6872337949580984,5.482042272128979,41.521497120577635,10.95254207052424,0.029441309132613086,0.7293399501309855,7965.073344034221,Turbulent,True,True,True
3.453210676973706,28,0.5135745853217512,0.6808027095503962,27.880088389009032,34.78777337013929,58.38101722412195,0.015408302178064062,3.3600325335153953,3855.736989294255,Turbulent,True,False,False
3.2266632994147746,4,2.503704527148538,1.3349348721958596,11.514818108594152,52.08271447368757,7.785722987840685,0.04970559782139128,0.41869844373792464,7846.938311957956,Turbulent,True,True,True
4.322339793153828,10,2.5024096341041906,3.7472840056029812,29.524096341041904,55.9222389038232,0.1858210536708963,0.0585151760626534,0.01338636224479147,2582.522258841596,Transitional,True,True,True
3.9744877959697127,5,2.245301959946593,3.4329307652938406,13.226509799732964,51.23002851099356,1.0087687293359695,0.04883937074628835,0.06682231672836142,5227.353521480858,Turbulent,True,True,True
0.680680847961799,16,0.8123091982641077,2.2658584656754526,20.496947172225724,91.00265549483535,0.3815319955447909,0.1108641646523091,0.00432835870419976,516.0777956736496,Laminar,False,True,False
3.8533465774798,9,2.0750296114409967,3.4789588491667724,22.67526650296897,51.94631263475836,0.36726450886394213,0.05015811213231235,0.023586623971011186,2878.554699239089,Transitional,True,True,True
1.198458465984909,25,0.9826037271722603,1.4476556296123009,36.56509317930651,78.48132762034187,0.5801981079923244,0.09495525254444297,0.011589055574530459,736.5703827257933,Laminar,True,True,True
0.7452514174608302,5,0.6058763789504178,3.59450998978386,5.029381894752089,122.00734935936984,1.520971932789916,0.17470527765808652,0.018891774813830396,1325.0353443657802,Laminar,False,True,False
3.6931022829527933,20,0.9328196160562581,0.8210235203846932,28.15639232112516,37.29467375555918,18.232586465856247,0.020692793255844916,1.1222467783531316,3931.465687716213,Turbulent,True,True,True
1.3258995299614353,14,1.6464016061462245,3.2442833191949276,29.549622486047145,104.55302955290772,0.08767615956620314,0.14825276812062418,0.0019374963126275425,723.0973882864497,Laminar,False,True,False
3.42154919860389,12,2.8514860242387963,1.019536464720203,39.71783229086556,49.37439408660323,1.7154677914905285,0.0445429818029016,0.09782595745342006,2750.4246120652424,Transitional,True,True,True
1.103425744427444,14,1.1951888644531434,1.5664661131629096,23.232644102344008,112.86535872969321,0.541625604169016,0.16268917525459875,0.009960727258019341,1065.686719961984,Laminar,False,True,False
2.339523992429137,20,1.044071316742405,2.559071869431529,30.3814263348481,70.89356106280944,0.4728705345971249,0.08563613865104541,0.0184381993500461,1212.2714677312094,Laminar,True,True,True
1.5151679069189494,4,1.9311448328052891,2.4802016515117233,9.224579331221157,78.9853231843521,0.7971040897597872,0.09847310266408457,0.020129108921297854,3206.368979315747,Turbulent,True,True,True
2.841238016332561,11,1.2861267293605032,3.43083826820774,19.147394022965535,63.995159697154556,0.46594948643841133,0.07292549436624803,0.022064556575990785,2044.7309711675684,Transitional,True,True,True
2.7236374093284055,25,0.789641810838171,0.7522070147553029,31.741045270954274,41.44425459276754,11.54087624288529,0.027604996275001174,0.5238860378591972,2638.4652858763716,Transitional,True,True,True
1.2784750033621721,5,1.284733424504973,3.0994239835378,8.423667122524865,100.45445419866614,0.5747277516784274,0.13965301885865883,0.012246251070990184,2177.810037708124,Transitional,False,True,False
2.245287628236424,28,0.5268191124391906,1.231701805107845,28.250935148297337,51.756010998868035,5.691959189573071,0.047102877247269165,0.21300142581291734,1702.7477314983926,Laminar,True,True,True
2.8628973633526753,21,0.9093782606457397,1.0806740375678676,29.096943473560533,43.9054371440896,5.097986961043119,0.03278436736550437,0.2432502238196111,2558.0315170898307,Transitional,True,True,True
2.2665772212886397,12,2.3883254319868614,2.0182265956290752,34.15990518384234,105.55582940480495,0.2015398639629374,0.15476271411862857,0.007613427747333419,1600.5685114692346,Laminar,False,True,False
2.6119712038568057,6,0.8766824345331005,1.1332432828080385,7.760094607198603,43.78555279765443,44.864374503471254,0.032061713533654,1.95307423803524,8087.625336642376,Turbulent,True,True,True
2.7058889408071387,5,1.9661129325369897,2.226514915477333,11.83056466268495,55.747485930630106,1.9218773476538622,0.05617680332936648,0.08667311101007238,4819.894647649409,Turbulent,True,True,True
0.8785190055059691,11,2.608970961906353,2.7315604516746066,33.698680580969885,149.38293552886716,0.037136209346756384,0.23238560685672038,0.0005437477617262315,558.4160587381499,Laminar,False,True,False
3.4211707256042345,10,2.1755081383783876,3.170160566638352,26.255081383783875,62.41930717256675,0.24462722751381116,0.07063234270013741,0.013948525157599624,2389.772746604075,Transitional,True,True,True
4.300154929792339,13,1.7064312714682348,3.190196563107827,28.18360652908705,49.08845360198302,0.4325156619756838,0.04483042930939057,0.03099807260095223,2522.4789495936916,Transitional,True,True,True
4.326234344751748,17,1.3514769889788107,2.2458593548601984,30.97510881263978,43.45784913378184,1.101486604749263,0.03358939361805781,0.07942148632917093,2641.5812354699324,Transitional,True,True,True
2.8913496845205997,17,1.4963812667538516,3.710681853930866,33.43848153481548,77.00893384269696,0.16003068647134977,0.09904082409469944,0.007711744580709203,1219.6711534854135,Laminar,True,True,True
3.3387450816413407,6,0.9437664560924187,1.6859947246336173,8.162598736554513,41.93074325681363,23.48183643965509,0.029551372065259308,1.306664432013414,7901.319030294211,Turbulent,True,True,True
1.3622135434821492,10,2.8186511462600667,2.06872564889905,32.68651146260066,154.52478616056206,0.09700116226856055,0.24848560936197273,0.00220227161626238,1040.766412508857,Laminar,False,True,False
1.8839078258935378,4,1.9961929788943416,0.5256005970255547,9.484771915577365,51.23020992222218,58.049927662529086,0.044821843679512086,1.8226785502665388,6973.872799720097,Turbulent,True,False,False
1.7510994797036623,8,2.084424432673157,3.936320816398874,20.175395461385257,138.88823899489893,0.086009234054298,0.2195585705650095,0.0025101787500365295,1357.5457588850134,Laminar,False,True,False
4.400606472178669,23,0.785260177959093,3.0634472604782568,29.060984093059137,45.04699329955163,1.3272047375140918,0.03682389791774129,0.09734176263017841,1856.3236378138788,Laminar,True,True,True
4.9306013664423105,18,1.2205706137197632,3.068137241032707,30.470271046955737,43.22919395810352,0.7854809322867271,0.033539804087114565,0.06454822263412195,2384.980432933464,Transitional,True,True,True
3.8749259207087086,21,0.8096744371605525,0.6433143610000192,27.003163180371605,35.73182007173017,46.13941174281663,0.01774992439501376,2.979780042141532,4742.045758019769,Turbulent,True,True,True
3.9980440738813035,13,1.7242493545422648,3.9493905932322417,28.415241609049442,61.304861610193285,0.21657422343874116,0.0690103698491193,0.014431221509578407,2024.073832420436,Transitional,True,True,True
2.5923805528714388,12,1.5289400054851496,3.277887526959904,23.847280065821796,83.08145870453644,0.24743554290704764,0.11061189080541306,0.010690784825356946,1678.1967114264482,Laminar,True,True,True
4.661157502489499,16,0.5924268180029355,1.8044581945735696,16.978829088046968,34.40606146909309,22.168787444418783,0.01572482683027437,1.7222034986274601,4538.480696920905,Turbulent,True,True,True
0.7191431254123307,26,0.7732057277863951,2.8635697003361944,32.60334892244627,64.88849022779718,0.19912386581371005,0.05976653620981386,0.0023866426534242834,283.9941526182306,Laminar,True,True,True
4.103922164479844,24,0.6224092745581982,1.320873026544545,26.437822589396756,35.31297846928592,14.174636450750421,0.017119464164329946,0.9695267450613094,3285.760279648522,Turbulent,True,True,True
3.2985399801886057,10,0.5112503123491479,2.3012026974072244,9.612503123491479,36.53740007894516,25.214796052064727,0.018712150772941243,1.386200214500622,4379.458086271213,Turbulent,True,True,True
3.5477932971397874,27,0.574018222821533,1.9047444514368577,28.49849201618139,42.557332359799865,4.195268000673778,0.031058517077796242,0.24806572820825779,1979.445249279027,Laminar,True,True,True
4.530356966226636,20,1.0941459084014933,3.4847339537116944,31.382918168029867,50.251228553269,0.5570891408898935,0.04732602453774076,0.04206354450399567,1847.255956604524,Laminar,True,True,True
3.1564411289741705,16,1.1870626268876676,3.6029514676015424,26.493002030202682,66.64730106519588,0.35280251011108316,0.07873555197618325,0.01856000588866581,1537.8883840917408,Laminar,True,True,True
1.344171568727711,14,0.7120289780894078,1.6967442849098113,16.46840569325171,83.12376840217671,1.9146711439494597,0.10554178037370626,0.04289410858600377,1488.3828065510454,Laminar,True,True,True
2.33573878009077,25,0.8420531950740657,2.5120517536806175,33.05132987685164,60.99203590816511,0.6563586409180036,0.06582312028422416,0.025551372187330886,1040.1393153752335,Laminar,True,True,True
2.144203084396101,6,1.004947594221954,0.5618407334996927,8.529685565331723,44.836692104997965,126.74673323564689,0.03296209201919455,4.529512272350064,8517.031147284904,Turbulent,True,False,False
2.539759624250735,5,2.086350662379493,1.7015236183261773,12.431753311897465,56.37047371761103,2.8423137134180685,0.0570749098785989,0.12031322681322308,5007.384618778178,Turbulent,True,True,True
1.5861742773199832,12,0.8886039102085561,3.560100278517826,16.163246922502672,83.47365272005649,0.4890772647835414,0.10787492693696774,0.012929362950361132,1109.4813973265386,Laminar,True,True,True
1.7746111996255134,12,1.9037234860359615,3.271910487994809,28.34468183243154,115.19998549024601,0.09693090461430859,0.17229094213020837,0.0028669111486397396,1066.9456913067138,Laminar,False,True,False
4.044154263032026,16,1.9054268343439305,0.8566295506009071,37.986829349502884,40.29847883493999,5.629549367597241,0.027038643006331305,0.37944610123196043,3417.1110080038106,Turbulent,True,True,True
3.438149569537993,8,2.8883735704695273,2.29456222505039,26.606988563756218,56.24766428078659,0.45310213671026167,0.05830982902912162,0.02596388193811885,3096.298674241529,Turbulent,True,True,True
2.4483762179049524,7,2.899436305823051,0.8605093944555557,23.296054140761356,52.31141113688001,4.107514298513438,0.04874530503986309,0.16761233871974743,3473.621036542419,Turbulent,True,True,True
0.6848559198718112,4,1.1151665287623462,0.7293565187143385,5.960666115049385,83.95434561520355,13.937858393211773,0.09689642719318696,0.1590904138487682,3466.083601361808,Turbulent,True,True,True
2.5480302908529304,11,1.2814248725714599,0.6783616890121011,19.09567359828606,43.1836259060031,21.445502963191736,0.030719605680223874,0.9107298525464803,4413.539553287903,Turbulent,True,True,True
1.0022016571215202,17,1.4612609449748202,0.7118495778928764,32.841436064571944,104.35746292605751,1.4612955527072904,0.14435616550329342,0.02440854707445924,1012.9972754356696,Laminar,False,True,False
3.6418537652446106,16,1.2551789219590963,1.879440220123341,27.58286275134554,44.37906414508727,1.6494028886548973,0.034806741347312695,0.10011473534088625,2711.4502234686615,Transitional,True,True,True
2.3747433488111653,9,0.5041517691870013,0.8922462984954413,8.537365922683012,39.48285567078434,127.6495152996958,0.02290595190566844,5.052247290615361,7055.841693650024,Turbulent,True,False,False
4.382440536833951,8,1.7704183895321877,2.2132570227752284,17.6633471162575,43.89858008204871,2.5696772181321625,0.034513516428409476,0.18769096012201814,5134.829137293075,Turbulent,True,True,True
1.9989237245478702,4,1.578317550366124,3.232033981343045,7.813270201464496,62.45163903283486,1.2420157635922426,0.0677042172715643,0.04137824626844954,3879.210200951403,Turbulent,True,True,True
4.285416677967304,18,1.3062261024193247,1.3486899855991645,32.01206984354785,39.36250895533752,3.817840274692764,0.02536703092896909,0.2726839397830607,3348.525789413143,Turbulent,True,True,True
2.659385302479793,11,2.2081458941470324,1.298885064121972,29.289604835617357,58.00517842823448,1.1388972499622738,0.0605991915761385,0.050479443459738774,2574.1442270487323,Transitional,True,True,True
1.9883108392469,10,0.6214232246173952,2.112693618338482,10.714232246173951,46.81581976896517,6.371778218055152,0.036394152756814006,0.21115126160393924,2715.508126045149,Transitional,True,True,True
3.7020111871855,29,0.8761350288936851,0.6658090700191865,39.40791583791687,36.71692788052761,17.437805476728666,0.019546678578659864,1.0759158492469016,3091.398533910911,Turbulent,True,True,True
1.1219241723733884,4,0.5231494545528086,1.1591269118397314,3.5925978182112344,54.17617348686552,73.18276503934378,0.04552583536969146,1.3684252183126986,6225.726917593347,Turbulent,True,False,False
0.6407758080574004,28,0.7765736689055082,2.670522503199037,35.244062729354226,65.4403048242988,0.1801558212837113,0.05842287445502633,0.0019239915326552453,247.90116768176748,Laminar,True,True,True
1.587375089325886,6,1.9754884569153153,3.4730236658142264,14.352930741491893,132.7611290309016,0.15660693056355124,0.20645674260010413,0.004143232339872832,1813.1523019427536,Laminar,False,True,False
4.930922901279397,6,2.5328983645502823,1.6143969123996087,17.697390187301693,44.795141339793574,4.838089104008813,0.036671889165045275,0.39760407268978953,7399.389713493546,Turbulent,True,True,True
4.096460850086709,13,2.001834797156606,1.257244933288905,32.02385236303588,42.6226857215174,2.809277421805098,0.031732491925220006,0.19180158292428515,3610.3920822111163,Turbulent,True,True,True
2.363117422051564,21,0.6952709827009097,0.6044216953489412,24.600690636719104,39.903926447553815,30.707479095937984,0.023718281009464038,1.2094229806482544,3233.0262584609322,Turbulent,True,True,True
2.0591539493323143,12,0.5475853695437165,1.0792071515362127,12.071024434524599,41.37735542842289,31.779250296672615,0.025766222492259978,1.090639479253559,3938.7580239889476,Turbulent,True,True,True
1.1467339765499036,22,0.9323598411051952,2.275524455537152,31.011916504314293,75.03319906609502,0.33137300074910087,0.08751739050699081,0.006333277981171511,606.7435956809484,Laminar,True,True,True
4.962985141679198,22,0.5100190118333487,0.5580293066414492,21.720418260333673,32.76232738538751,274.0387064460162,0.012625114875934457,22.667500472276096,7887.026327099606,Turbulent,True,False,False
4.96888061868728,19,0.8172749387962828,3.6405576991393276,24.528223837129374,40.666672294748025,1.4655747047196945,0.0284372449404766,0.12137109575866706,2190.610167248588,Transitional,True,True,True
3.4862947099715837,5,2.590612942106503,0.5635619037002741,14.953064710532516,42.20017240611094,56.62490013058268,0.03027264632057111,3.290184829631994,8254.527629994074,Turbulent,True,False,False
3.180711986085773,8,2.6847212447595035,1.3878257729663996,24.977769958076028,50.91640925794139,1.7210354401732957,0.047308556816379216,0.09123530088396009,3645.4584150552687,Turbulent,True,True,True
3.248465599559382,10,1.8838521002240287,1.886582750207371,23.338521002240288,49.3024396720091,1.2267549022267845,0.044174980681168985,0.06641785164957571,3217.1456857818484,Turbulent,True,True,True
0.5561144507354596,4,1.8005751676149846,1.9278650062619782,8.702300670459937,293.55917190976817,0.2774134313588841,0.5112417038639147,0.0025712269667797485,1392.390037367415,Laminar,False,True,False
1.3979389680477068,8,2.6474571513942844,3.6940396044967594,24.679657211154275,169.41490888898275,0.044393097841007596,0.2785358251611801,0.0010343140230716506,1028.9407007547734,Laminar,False,True,False
1.4546633338548562,13,2.333737261407075,3.5742800683378055,36.33858439829197,118.1514201569666,0.039692814990318716,0.17641026030528933,0.0009623280430650173,707.2309795768474,Laminar,False,True,False
2.2057371276678737,16,1.792548717123573,3.096007436819072,36.18077947397717,93.56414980156876,0.11394261585006951,0.13060423413980884,0.004188790970068272,1053.0210661229069,Laminar,False,True,False
0.9493811472232827,4,2.3590009127691296,0.5809903310368125,10.936003651076518,78.27644031428991,8.823103453084888,0.09139524509106337,0.13960813463932398,3014.5220988009155,Turbulent,True,True,True
